state,starred,map,name,message,climb_category,elevation_high,xoms,average_grade,private,elevation_profile,end_latlng,resource_state,activity_type,id,elevation_low,errors,hazardous,created_at,start_latlng,maximum_grade,athlete_count,effort_count,distance,local_legend,country,updated_at,city,total_elevation_gain,athlete_segment_stats,star_count
Idaho,False,"{'id': 's13240227', 'polyline': 'yy|hGr_cdU?MBEj@i@t@wAr@}AT}@NsBd@kKPmBLs@L]Zk@t@o@l@SnAI', 'resource_state': 3}",Get Up and Go to Work,,0,839.0,"{'kom': '43s', 'qom': '1:03', 'overall': '43s', 'destination': {'href': 'strava://segments/13240227/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.3,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/JMD6OMIEHLKYSDV3FPULBGB33WSUJDLWW2OPPWY33WWCDHEVZ7U4SQGXPC465NCXLA7ELX2XMABXVE4RZS4ES===,"[43.567959, -116.177476]",3,Ride,13240227,837.0,,False,2016-09-19T19:48:51Z,"[43.570373, -116.183134]",2.2,609,2916,582.8,"{'athlete_id': 20907767, 'title': 'Mike McCarthy', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/20907767/13966398/3/large.jpg', 'effort_description': '3 efforts in the last 90 days', 'effort_count': '3', 'effort_counts': {'overall': '3 efforts', 'female': '2 efforts'}, 'destination': 'strava://segments/13240227/local_legend?categories%5B%5D=overall'}",United States,2022-02-13T20:30:01Z,Boise,2.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",0
Idaho,False,"{'id': 's20476633', 'polyline': 'orzhGr_edU`@JnC|@t@Jf@@PAf@IhAa@f@W`@a@FYRSXq@`@kBj@iCbCmMxAmHVm@l@{@NQl@St@On@Cn@DzDp@zAXzKfB`BTrKhB', 'resource_state': 3}",Production Reverse up Punch!!,,0,891.3,"{'kom': '2:14', 'qom': '2:46', 'overall': '2:14', 'destination': {'href': 'strava://segments/20476633/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.8,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/OPZQ2CWDHGMK5LXETWAGTDLOWZNFZ25BPSQ6FTEK2DMH4AHSPEHZFNZ6HATISLPJGHZUETH4CZYCGI46CHQ6U===,"[43.547429, -116.188518]",3,Ride,20476633,874.3,,False,2019-05-02T04:24:03Z,"[43.558968, -116.193377]",7.2,337,2311,1626.1,"{'athlete_id': 23583309, 'title': 'Matt Fuxan', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/23583309/6761816/1/large.jpg', 'effort_description': '21 efforts in the last 90 days', 'effort_count': '21', 'effort_counts': {'overall': '21 efforts', 'female': None}, 'destination': 'strava://segments/20476633/local_legend?categories%5B%5D=overall'}",United States,2021-05-17T08:08:10Z,Boise,19.8,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",0
ID,False,"{'id': 's5755247', 'polyline': 'olviGto|dUmVOwEBKCe@NGBINIZ', 'resource_state': 3}",Eagle Velodrome Climb,,0,838.4,"{'kom': '35s', 'qom': '50s', 'overall': '35s', 'destination': {'href': 'strava://segments/5755247/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.6,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7NMJCR4HH4XDVMMSVISMQF5XT4SU623IDIESMDNQHCZGERAN3DBMAFFOWNWADVJICCO4PHJUIJCEPMXWJS3K6===,"[43.706584, -116.313944]",3,Ride,5755247,832.6,,False,2013-10-12T20:03:50Z,"[43.701368, -116.313705]",11.8,3496,82759,597.7,"{'athlete_id': 391447, 'title': 'Henry Harper', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/391447/82574/3/large.jpg', 'effort_description': '28 efforts in the last 90 days', 'effort_count': '28', 'effort_counts': {'overall': '28 efforts', 'female': '6 efforts'}, 'destination': 'strava://segments/5755247/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:02:45Z,Garden City,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",17
Idaho,False,"{'id': 's24741585', 'polyline': 'ejwiGbo`eUbSCzDBvH@dNCfBEZKLKX]Ta@Nm@hBiI`@qCTg@XY', 'resource_state': 3}",Edgewood South - FF to Hill,,0,810.4,"{'kom': '1:24', 'qom': '1:37', 'overall': '1:24', 'destination': {'href': 'strava://segments/24741585/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-1.2,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/4J65SMH5ZNH2PD2OF5NZZU5OA2SAVS2HO3YW2H6ATEX5HWCGRZHTXTEXEDN54LWHJTJQJNMHJB6GWSWZTFJA====,"[43.695972, -116.330678]",3,Ride,24741585,794.8,,False,2020-07-04T02:16:11Z,"[43.706113, -116.334092]",0.9,1088,9080,1292.1,"{'athlete_id': 87303755, 'title': 'Jack Bernard', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/87303755/20893364/41/large.jpg', 'effort_description': '19 efforts in the last 90 days', 'effort_count': '19', 'effort_counts': {'overall': '19 efforts', 'female': '4 efforts'}, 'destination': 'strava://segments/24741585/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:24:57Z,Eagle,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",0
ID,False,"{'id': 's6765902', 'polyline': 'q|ghGpytdU}N@}MEiX?wZGgFByOC', 'resource_state': 3}",Grand Slammer,,0,920.0,"{'kom': '2:03', 'qom': '2:22', 'overall': '2:03', 'destination': {'href': 'strava://segments/6765902/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.5,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/BBD4ACAUDOZUCUVPQXNUILEVY2M4FYOD6LCVB4WEYUBAA4PJDRVSP57VIM6MELV2LDZBJCRQKPJMYE5PJ74HI===,"[43.480578, -116.274267]",3,Ride,6765902,911.0,,False,2014-02-27T02:27:26Z,"[43.463291, -116.274327]",5.1,835,4653,1935.3,"{'athlete_id': 583497, 'title': 'Todd Wong', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/583497/125405/8/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': '1 effort'}, 'destination': 'strava://segments/6765902/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:14:45Z,Kuna,9.6,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",2
ID,False,"{'id': 's1255671', 'polyline': 'uyoiGxrwcUUi@CU@o@Js@@gABMBq@ASIWQIm@@iBQW@a@EcAk@]c@c@[[I_@BWG[a@O_@ESUYYSKAc@Uk@m@Mc@GeAK[KMKEGKEW?g@j@mCb@_ANaARs@', 'resource_state': 3}",Sunset Peak Rd Climb,,1,1477.6,"{'kom': '3:45', 'qom': '4:50', 'overall': '3:45', 'destination': {'href': 'strava://segments/1255671/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",10.9,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/VD7MR2JJAU74CCD6Z7SK3DVM3D2LLBYC3AOM6KE66ADIYMXPL7WV3MHUHSRKQYQZV3KD4JKCQYCIJ46ODZSQ====,"[43.6706646066159, -116.11850875429809]",3,Ride,1255671,1390.0,,False,2012-04-20T02:30:45Z,"[43.6676393263042, -116.12476752139628]",37.8,979,5681,803.48,"{'athlete_id': 51932469, 'title': 'Chade Bainbridge', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/51932469/13980168/1/large.jpg', 'effort_description': '8 efforts in the last 90 days', 'effort_count': '8', 'effort_counts': {'overall': '8 efforts', 'female': '2 efforts'}, 'destination': 'strava://segments/1255671/local_legend?categories%5B%5D=overall'}",United States,2021-05-19T08:02:01Z,Boise,87.6,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",1
ID,False,"{'id': 's1218827', 'polyline': 'kbebH|odgUiBkAqAcAmAiAcBoBiA{AoCiEmCyEc@gAMg@cA{GSqAI]m@oBk@wAe@aAg@yAuA_F[cCE_ASkBc@sAi@aAUy@WuBMi@IaBKm@yAwCy@sCuBoFo@eAsAqCc@q@Qa@c@g@aBy@m@c@s@c@_@]e@s@c@wA]eBo@uAU[WWgAm@WSaAqAEEC?BLd@f@', 'resource_state': 3}",N Forest Service Road 268 Climb,,1,820.6,"{'kom': '4:39', 'qom': '5:40', 'overall': '4:39', 'destination': {'href': 'strava://segments/1218827/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",4.1,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/27FBOKCCJ2XIPOPQCTOY4DUNOSYPIBXDNLVKJRIQ4ISPWZK5QPDHDIKAY5ODBDTISWELLBZXNHBNWGCN53KQ====,"[47.720639035105705, -116.66105794720352]",3,Ride,1218827,728.4,,False,2012-04-12T04:40:13Z,"[47.70870563574135, -116.68238611891866]",14.9,1013,4586,2271.63,"{'athlete_id': 22199444, 'title': 'scott richardson', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/22199444/25344158/1/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/1218827/local_legend?categories%5B%5D=overall'}",United States,2021-05-19T08:02:01Z,Coeur D'Alene,92.2,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",7
Idaho,False,"{'id': 's23444331', 'polyline': '_{hhGhxocUHoKLcE?sBaAgMUqAkAoFi@uDMsAA_@?s@Fo@Nk@n@qBLi@NgAPoCHcCBgDQ}MCuAKsAKy@w@kDU_BGwAGmFGeAIu@m@yCc@_Ba@gA]q@cCwDiCkEwAuAsCaDqBuCyC_Ei@aAs@{AeAoB{AyDi@aA]}@[sAg@cFo@wHQsESqBY}A_@_Bq@oBgAwCs@aCS_Bc@wFeAaFUeBYcE?{@HoF@uCCgAQoCAwALqGVgHNwGVqP?s@GsAw@mJMiFBwCFeCh@{H?q@OoA_A}DUs@Yo@MUa@e@yAqA]c@KSQi@k@}B]q@a@e@c@]c@W{Bw@cAc@oIwD_Ak@wCqByBiAi@a@oBuBs@q@cAs@_BcAe@_@oCiC_AeAiA_BYe@Uk@ScA[_Cc@iESgDEmBDgAJ}@|@iG^qBXo@|AyBn@qA|@oCbA_EVu@NWNSf@]vAi@h@Yf@e@|AcBfBcBRU`@u@`DsHX{@v@}CZ}@^w@dAgBv@eAlB{B`AeA|A}AzDoD~A}Ar@{@Zk@Zw@bCiJnAeGp@qDr@}B~@eCf@cCLa@hBuERa@Xa@XW`@UxCkA|@a@VUJOZ}@VoAHw@LsBJw@lBkG`@_Af@o@d@a@h@[xBcAl@a@bA}@\\Ul@WvAc@f@Uf@e@nAkBr@q@~@m@nBo@j@YROlAmA`@i@NWTw@P{@VaBV}Bd@eH`@sCBkA?g@CCCF?hACx@c@xC[bE]hDYlBSfAOn@Sd@OVc@f@iAdAm@ZmBj@wAz@s@p@kAdB]ZYN_Bd@q@XgCpBq@`@yAn@e@Xc@d@c@j@OVYt@iB~FKp@KxBGf@]fBUr@UXOH{DzAe@Tg@`@[^Yf@aBjEYz@a@dBoBbGoCvMaCxIM^Wl@m@x@eAjAyFjF_CbC{AfB_BtBcBxCa@hAm@jCUp@eDxHm@jAoBfByB~Bk@^qAd@e@RYXQVYv@mAtEw@fCq@pA_B~BMTIX[bBy@hGMvAC|@D~ANzB^~D`@xC`@tBVr@^j@zBnClBnBhA~@~B|At@j@~@~@lApA^Zr@`@zAp@rCpBx@f@jEnBbG`CrAn@t@f@VXj@|@Nb@h@tBNb@T^VXzAxAb@r@Zv@Tx@r@~CLdA?`Ae@rFMbDE`DBlBFlCLpBh@dGFfBKfH[nNY|KKrF@lATxE?lBGtGBfBLbBP`BL|@fAfFd@dGVzAj@nBrB|Fd@hBVpATpBRxEp@hIf@xENx@JZrAnCvAlD|BpE\\l@nGxIpFbGfGzJh@hAVt@ZrAj@lCJx@HvABbFLrBJv@z@`EJx@Fz@JrEHbI?`CE`BWbFI~@Qz@k@lBOr@KnA?v@Hv@l@|EP~@x@nDVfBz@dLBl@?bAO|FGrI', 'resource_state': 3}",Blacks Creek Rd - Social Distancing,,0,1097.6,"{'kom': '34:37', 'qom': '46:34', 'overall': '34:37', 'destination': {'href': 'strava://segments/23444331/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.0,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7QP6ARYWS5AEGBUDD6MEIZCQNUU5LN3NBWWCJQYBF5NYAS3WSBCVNJMAO44PHKUA4QDLVRE6GCH7BOULYW3Q====,"[43.468174, -116.084707]",3,Ride,23444331,952.0,,False,2020-04-14T01:14:45Z,"[43.468163, -116.084687]",13.0,164,507,22074.0,"{'athlete_id': 41900454, 'title': 'Roger Malinowski', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/41900454/20781219/1/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/23444331/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:24:30Z,Kuna,342.4,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",0
ID,False,"{'id': 's6558274', 'polyline': '{usiGvkbdURCRDPLNPXn@VtAD~@G~@k@|BE^A^B^N|@`AjC\\t@RTTPVFV?', 'resource_state': 3}",Bogus Basin descent bump,,0,1055.2,"{'kom': '27s', 'qom': '29s', 'overall': '27s', 'destination': {'href': 'strava://segments/6558274/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",5.5,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/HGT5AY4BNQEBQX3MKRMI3DZMCB5RGEIILIBDBUMKHUQWSU4VD5YV7LMHB6PRZFZELCIFCBCNIG3F33FLTPNR6===,"[43.686124, -116.184068]",3,Ride,6558274,1031.3,,False,2014-01-31T01:15:20Z,"[43.687506, -116.179958]",21.3,7296,61890,432.0,"{'athlete_id': 31871738, 'title': 'Matthew Mascoli', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/31871738/12818949/2/large.jpg', 'effort_description': '8 efforts in the last 90 days', 'effort_count': '8', 'effort_counts': {'overall': '8 efforts', 'female': '2 efforts'}, 'destination': 'strava://segments/6558274/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:02:51Z,United States,25.9,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",20
,False,"{'id': 's19213654', 'polyline': 'ur~hGpzucUOr@CZ@bAHb@J^N\\rArBP^Nb@VpAx@lHJh@^nAt@vB\\tATvANb@VZ\\PZJ|@a@nBaBZQ\\IVBTNNVD^KdAc@fB', 'resource_state': 3}",HRN Down Hill,,0,943.6,"{'kom': '49s', 'qom': '59s', 'overall': '49s', 'destination': {'href': 'strava://segments/19213654/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-9.8,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/I2G4BRLBQUYOYB6UMJ6LVKFMMN4JXXGJABOGBGF7EQHH32BIR7QU5FGY5FZCSSU7W6S4OC55W7QHKUSUG7BI6===,"[43.575876, -116.122833]",3,Ride,19213654,855.8,,False,2018-10-28T17:42:19Z,"[43.579473, -116.115768]",2.3,783,5005,898.6,"{'athlete_id': 102752906, 'title': 'Page Kyle', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/102752906/28526978/1/large.jpg', 'effort_description': '8 efforts in the last 90 days', 'effort_count': '8', 'effort_counts': {'overall': '8 efforts', 'female': '2 efforts'}, 'destination': 'strava://segments/19213654/local_legend?categories%5B%5D=overall'}",,2021-05-15T08:05:35Z,,5.7,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",4
ID,False,"{'id': 's1529445', 'polyline': '_fbiGrhgdU|@dAbAv@hAj@tAb@xAVj@FvABj@E~BCV@PD', 'resource_state': 3}",Protest Road,,0,839.0,"{'kom': '33s', 'qom': '46s', 'overall': '33s', 'destination': {'href': 'strava://segments/1529445/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",3.2,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/MZR4SFMYEIOQHJSEETXHNAZ6PB4P546P56MEJERM4FSN4ZSE4CZP6KXBGFFIIYDOLGWQBGTUSBB6GBUBKKILE===,"[43.59429664, -116.20626034]",3,Ride,1529445,825.4,,False,2012-06-08T21:36:57Z,"[43.59792641, -116.20505587]",7.4,1697,17416,427.982,"{'athlete_id': 16840232, 'title': 'Jake Wuthrich', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/16840232/8926801/4/large.jpg', 'effort_description': '22 efforts in the last 90 days', 'effort_count': '22', 'effort_counts': {'overall': '22 efforts', 'female': '11 efforts'}, 'destination': 'strava://segments/1529445/local_legend?categories%5B%5D=overall'}",United States,2021-05-18T08:02:45Z,Boise,14.1333,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",14
Idaho,False,"{'id': 's10694623', 'polyline': '{{uiGrzfdU_@d@Sr@aAvBEPCp@@HHBX@JFJLx@l@Z\\`@PPBPAP@ZG?QTuAt@[NAdA`@HGAQB]PUN}@JAv@D|@\\NBHIAWFKHAx@FNENA\\KXY?MC{@DO@OKa@@M^AJUCKFYPUTMJKPa@XQLCLHL@LCZQJHN^d@`@JBLCRWd@e@La@JIVIr@j@J@HDAJa@PEL@N', 'resource_state': 3}",Peggy's Curvy Body DH,,0,1020.5,"{'kom': '2:19', 'qom': '2:40', 'overall': '2:19', 'destination': {'href': 'strava://segments/10694623/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-4.7,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/TY3ISILPKXES44CNLQNNLHE3QYCLIHGLO7HTGRWNOKMRDDNADMHC66YEZGGNBJYBL66O4CFTS4IMKT6L2Q4Q====,"[43.693114, -116.202114]",3,Ride,10694623,966.6,,False,2015-10-16T01:47:37Z,"[43.698707, -116.202811]",28.0,3352,23348,1144.8,"{'athlete_id': 1303145, 'title': 'Lara Sparhawk', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/1303145/1093602/1/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': '1 effort'}, 'destination': 'strava://segments/10694623/local_legend?categories%5B%5D=overall'}",United States,2021-05-19T08:03:27Z,Boise,20.7,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",6
Idaho,False,"{'id': 's12596207', 'polyline': 'gelhGhytdUqXA_TEi@?}@FKAICGICUBU|@gEd@kArAwCVw@^yBn@uGJo@Nk@hBkFPo@RaAz@oFl@uCl@}BbAuCT}@NcAPgB\\cBfGkS|EqRL]~@mB`@iAv@cChEaOf@mBReBFyAAkCEs@UoBCq@L_EAmAI{Ao@wGO_IKgBk@iDmCkM_@}AeDgLYmAu@mEEKC?CF@LHVr@fEZrAzClK\\tAxBjKf@jCXdBH~@FtALzGl@vGHtA@~@KjD?v@Bd@RdBBj@BdCEvAQdB_@zAeEvNw@dCo@lBaAnBWr@cEhPmDpLmA~Dc@~AYnASxBMx@St@cAvCk@xBo@`DkA`HYdAaBtESt@Kx@g@nFQjAOx@Ut@wAbDg@pAoAvG[pAY~@g@hAoAjBwAfC}DfGe@|@q@~AUp@Or@_@zBYdAa@`AyA~CeBbF{BlFu@pBWbAiDnPeApD}@dEw@rBYbAeAhFcBzHu@hEo@jBqCxGo@hBu@~DkAtH_ApEsCxJi@vAw@fB{InPgA~BsBpE_BfD}BlFaApBeGnL_@n@e@h@yEvDqA`AwAv@{@X}@L_A@sOKE@ADFF|PFx@Gj@Mj@Sh@WdAq@xBcBnC{Bp@q@^m@p@oAtFyKv@eBvAiDzB{EhC{FfBoDdBcDpDaHj@mAj@}ArCoJp@kC\\gBbBsK\\iBTq@~@{BdB_E\\aAZeAn@wDbByHdAiFXeAz@_C|@wD`AmDdE}Rl@aBrB}ElBsF|AeD^aAZeAl@iD`@kAnAmC`DaFjBgDtAuBj@qAf@kBNa@VULEZCdG@jNJpXA', 'resource_state': 3}",Ten Mile Creek TT/S. Cole Start,,0,864.2,"{'kom': '24:37', 'qom': '22:21', 'overall': '22:21', 'destination': {'href': 'strava://segments/12596207/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.0,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ZE6CFB6SLQH7STULLSXBB7XWX3ODLVUCKBMTTANI55YRDK74Q5LDCA6M7TVRY3RSDFJNXZUBPGPWS76MX3AQ====,"[43.485162, -116.27432]",3,Ride,12596207,808.4,,False,2016-07-11T22:57:57Z,"[43.485161, -116.274281]",16.2,12,19,17334.8,,United States,2021-05-18T08:04:27Z,Kuna,79.2,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",1
Idaho,False,"{'id': 's31576859', 'polyline': 'cusbHdgbgUMYD]DCNAh@F\\?^Bj@J|@\\`@Hf@ZX^Pj@T`@\\^n@d@p@Pv@Jf@?TCXUv@eA^Od@]\\e@P[RYNa@L_ADq@R_AL]b@{@XW^On@ANBb@RTDVKXa@~@kCHO^g@NYBQLWh@Yp@O', 'resource_state': 3}",MiVoden Parking Lot to Round-a-bout,,0,859.2,"{'kom': '3:07', 'qom': '7:24', 'overall': '3:07', 'destination': {'href': 'strava://segments/31576859/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",7.5,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/4KAUOK2GHO5HHQFBOKUBXORFM2ERHTAMT4E7K5PYY5CV35DCTIH5XV4GNLWVT3F6K6LBO7PHQHBJSMMTQMHQ====,"[47.776396, -116.667441]",3,Ride,31576859,780.6,,False,2022-04-24T12:40:57Z,"[47.783386, -116.670745]",14.3,13,46,1002.9,,United States,2022-04-24T12:40:57Z,Rockaway Beach,78.6,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",0
Idaho,False,"{'id': 's14372228', 'polyline': '}eiiGrqxdUCkCBeBEy@@cCGwF?e@BOCcB?{AFoCEoD@u@A_C@i@CqA@gEIiHA}AFmA?e@AyDAU?WBQCqA@{@CsC@sCCwIBm@@wEDS@y@EuB', 'resource_state': 3}",Ustick - Maple Grove to Cole,,0,822.3,"{'kom': '2:05', 'qom': '2:40', 'overall': '2:05', 'destination': {'href': 'strava://segments/14372228/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.3,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/YTPT4Y4Z6SUSKTY2XTVR5FZ5SP6TCDBNPIHMI7WJSAEL7MF5WMMRMGSQC6LB4MCAC5DQKDTMH2PG7EYUWPNI2===,"[43.63382, -116.274782]",3,Ride,14372228,816.2,,False,2017-03-17T16:33:45Z,"[43.633756, -116.293538]",3.3,708,5735,1519.3,"{'athlete_id': 7870841, 'title': 'David Alban', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/7870841/13696968/1/large.jpg', 'effort_description': '13 efforts in the last 90 days', 'effort_count': '13', 'effort_counts': {'overall': '13 efforts', 'female': None}, 'destination': 'strava://segments/14372228/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:19:04Z,Boise,6.1,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",2
Idaho,False,"{'id': 's18102490', 'polyline': 'esfbH`jrgUJa@CIE?KDK@EGCQGMMA@SJMLYAUCOEAEDCABGHCBG?q@Bw@Go@Kc@?_AE@ENEEGWDALWOR@K@HKP?IK_@AKFWCF?QDCES?]Sw@L@DEHKP_@ZQBGJq@Du@KKEHAPE?EFWf@i@NO@MEMDCBEZ?^Ix@Cr@GASe@CCCDEAGW@WQy@?GDQASDUDARRFAL[BC@GCGIMKKGBO@GDa@n@On@EpAOf@CACGE[]yA@SF]G]DSEEKRIDK@EFKv@ARILA^IXEBY]KEM?EEW_@Us@OKW[MIKUCGPNDEXy@Ba@Gm@FOC[BQ?QEMG?EDMb@EDCGF_@@_@?gAGSk@mAAIOGEEAI?[O_@KCEQBG', 'resource_state': 3}",Morning Coffee,,1,820.4,"{'kom': '6:29', 'qom': '10:39', 'overall': '6:29', 'destination': {'href': 'strava://segments/18102490/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",8.6,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/IAFZSDKPKVYNC475UC4ST3CIUZ6FHUERMP5MV5PVFEZ5R3HC6CNV2L2RCV55KPWHTQWEFAHM5ADVO3P5BILZK===,"[47.71997, -116.746108]",3,Ride,18102490,684.5,,False,2018-07-01T05:09:36Z,"[47.716511, -116.753128]",47.2,244,1956,1547.5,"{'athlete_id': 2000448, 'title': 'Jeff Russell', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/2000448/2053266/2/large.jpg', 'effort_description': '4 efforts in the last 90 days', 'effort_count': '4', 'effort_counts': {'overall': '4 efforts', 'female': None}, 'destination': 'strava://segments/18102490/local_legend?categories%5B%5D=overall'}",United States,2021-05-18T08:05:15Z,Coeur d'Alene,192.3,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",1
Idaho,False,"{'id': 's18281350', 'polyline': 'mbliGtv|dU@rDAzP@`EGjLAxJD|o@G`K@|A', 'resource_state': 3}",Five Mile 2 Cloverdale (Corrected Segment),,0,809.0,"{'kom': '1:41', 'qom': '1:34', 'overall': '1:34', 'destination': {'href': 'strava://segments/18281350/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-0.3,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/LAYHWXPT6HJ2AG5JARQMXHVSF44KOAP2LOSRWL2YHBZNJRJBHSD73VJWSSWUJMTDHUKDAF5QKFVG6SCRDOUBE===,"[43.648599, -116.333819]",3,Ride,18281350,804.2,,False,2018-07-20T02:48:22Z,"[43.648554, -116.314824]",1.3,772,7632,1532.6,"{'athlete_id': 15931295, 'title': 'Sean Lee', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/15931295/16606600/1/large.jpg', 'effort_description': '16 efforts in the last 90 days', 'effort_count': '16', 'effort_counts': {'overall': '16 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/18281350/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:21:31Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",3
